id_registo,data_registo,unidade_organizacional,tipo_servico,indicador_si,taxa_resolucao,tempo_resposta,satisfacao_cidadao,volume_interacoes,canal_utilizado,taxa_abandono,erros_tecnicos,transparencia,feedback_cidadao,segmentacao_utilizador,area_tematica,indicador_kpi
374,2024-08-17,Gabinete De Atendimento Ao Cidadão,Atendimento Presencial,70.66,79.51,85,3.7,362,Aplicacao_Movel,16.38,11,Sim,Processo Complicado,Estudante,Inovação,62.99
375,2024-09-03,Serviços De Ti,Portal Online,73.68,82.56,72,3.7,394,Telefone,16.00,9,Sim,Muito Satisfeito,Funcionário Público,Educação,71.15
376,2024-09-20,Departamento De Saúde Pública,Balcão Único,83.44,84.47,49,4.4,267,Email,12.42,4,Sim,Falta De Informação,Empresa,Saúde,79.64
377,2024-10-07,Direcção De Serviços Financeiros,Email,67.81,77.47,99,3.1,274,Presencial,18.62,11,Não,Sistema Lento,Utilizador Vulnerável,Social,57.16
378,2024-10-24,Departamento De Inovação E Digitalização,Serviços Digitais,75.70,78.82,78,3.4,361,Chatbot,18.11,10,Sim,Precisa Melhorias,Reforma/Pensionista,Cultura,65.65
379,2024-11-10,Direcção De Recursos Humanos,Telefone,64.32,78.92,99,3.3,158,Portal,20.67,12,Sim,Processo Complicado,Cidadão,Mobilidade,59.83
380,2024-11-27,Departamento De Planeamento Estratégico,Chatbot,82.82,85.48,54,4.0,309,Aplicacao_Movel,8.59,4,Sim,Falta De Informação,Estudante,Habitação,79.71
381,2024-12-25,Serviços De Educação,Atendimento Presencial,89.32,90.03,43,4.5,400,Telefone,7.83,4,Não,Muito Satisfeito,Funcionário Público,Digitalização,84.85
382,2024-01-11,Gabinete De Atendimento Ao Cidadão,Portal Online,90.50,90.63,29,4.2,257,Email,8.74,5,Sim,Excelente Atendimento,Empresa,Ambiente,85.75
383,2024-01-28,Serviços De Ti,Balcão Único,83.14,87.44,50,4.3,340,Presencial,13.70,6,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,75.88
384,2024-02-14,Departamento De Saúde Pública,Email,79.47,84.55,61,4.1,333,Chatbot,15.06,8,Sim,Falta De Informação,Reforma/Pensionista,Educação,75.13
385,2024-03-02,Direcção De Serviços Financeiros,Serviços Digitais,77.67,82.41,62,3.5,347,Portal,16.04,8,Sim,Muito Satisfeito,Cidadão,Saúde,70.68
386,2024-03-19,Departamento De Inovação E Digitalização,Telefone,68.04,78.06,102,3.5,165,Aplicacao_Movel,18.92,12,Não,Falta De Informação,Estudante,Social,60.59
387,2024-04-05,Direcção De Recursos Humanos,Chatbot,69.23,76.10,81,3.5,303,Telefone,17.71,11,Não,Sistema Lento,Funcionário Público,Cultura,64.14
388,2024-04-22,Departamento De Planeamento Estratégico,Atendimento Presencial,75.07,77.05,89,3.4,183,Email,14.75,10,Sim,Precisa Melhorias,Empresa,Mobilidade,66.04
389,2024-05-09,Serviços De Educação,Portal Online,73.59,77.98,81,3.6,347,Presencial,15.51,8,Sim,Processo Complicado,Utilizador Vulnerável,Habitação,69.36
390,2024-06-06,Gabinete De Atendimento Ao Cidadão,Balcão Único,66.03,70.61,106,3.3,303,Chatbot,20.54,14,Não,Tempo De Espera Elevado,Reforma/Pensionista,Digitalização,55.04
391,2024-06-23,Serviços De Ti,Email,70.63,76.60,102,3.6,329,Portal,18.13,10,Sim,Falta De Informação,Cidadão,Ambiente,60.55
392,2024-07-10,Departamento De Saúde Pública,Serviços Digitais,81.25,84.41,52,4.3,369,Aplicacao_Movel,14.80,7,Sim,Falta De Informação,Estudante,Inovação,75.88
393,2024-07-27,Direcção De Serviços Financeiros,Telefone,67.97,77.67,88,3.6,206,Telefone,17.49,9,Sim,Precisa Melhorias,Funcionário Público,Educação,63.29
394,2024-08-13,Departamento De Inovação E Digitalização,Chatbot,86.47,84.50,47,4.3,416,Email,9.03,4,Sim,Falta De Informação,Empresa,Saúde,79.95
395,2024-08-30,Direcção De Recursos Humanos,Atendimento Presencial,76.88,85.89,61,4.0,363,Presencial,13.55,9,Sim,Muito Satisfeito,Utilizador Vulnerável,Social,72.50
396,2024-09-16,Departamento De Planeamento Estratégico,Portal Online,79.80,83.31,60,3.8,382,Chatbot,13.12,5,Sim,Falta De Informação,Reforma/Pensionista,Cultura,76.68
397,2024-10-03,Serviços De Educação,Balcão Único,84.20,89.22,53,4.4,372,Portal,11.75,4,Sim,Muito Satisfeito,Cidadão,Mobilidade,81.42
398,2024-10-20,Gabinete De Atendimento Ao Cidadão,Email,63.04,72.14,100,3.4,194,Aplicacao_Movel,21.34,11,Não,Precisa Melhorias,Estudante,Habitação,57.38
399,2024-11-17,Serviços De Ti,Serviços Digitais,72.46,78.52,91,3.4,265,Telefone,20.67,8,Não,Processo Complicado,Funcionário Público,Digitalização,63.44
400,2024-12-04,Departamento De Saúde Pública,Telefone,75.80,82.48,74,3.6,244,Email,16.97,9,Não,Tempo De Espera Elevado,Empresa,Ambiente,66.17
401,2024-12-21,Direcção De Serviços Financeiros,Chatbot,90.63,88.24,32,4.1,428,Presencial,7.99,4,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,83.42
402,2024-01-07,Departamento De Inovação E Digitalização,Atendimento Presencial,70.09,83.07,78,3.6,233,Chatbot,16.59,9,Sim,Sistema Lento,Reforma/Pensionista,Educação,67.28
403,2024-01-24,Direcção De Recursos Humanos,Portal Online,88.64,90.93,52,4.1,381,Portal,9.05,6,Sim,Muito Satisfeito,Cidadão,Saúde,81.99
404,2024-02-10,Departamento De Planeamento Estratégico,Balcão Único,78.12,82.54,77,3.9,244,Aplicacao_Movel,18.04,8,Sim,Processo Complicado,Estudante,Social,69.05
405,2024-02-27,Serviços De Educação,Email,88.79,91.01,36,4.6,361,Telefone,9.36,5,Sim,Muito Satisfeito,Funcionário Público,Cultura,84.09
406,2024-03-15,Gabinete De Atendimento Ao Cidadão,Serviços Digitais,82.19,85.55,55,4.0,294,Email,14.49,8,Sim,Falta De Informação,Empresa,Mobilidade,74.67
407,2024-04-01,Serviços De Ti,Telefone,78.83,81.23,72,3.8,375,Presencial,16.42,8,Sim,Muito Satisfeito,Utilizador Vulnerável,Habitação,71.30
408,2024-04-29,Departamento De Saúde Pública,Chatbot,70.40,81.12,70,3.9,336,Chatbot,13.83,11,Não,Precisa Melhorias,Reforma/Pensionista,Digitalização,67.97
409,2024-05-16,Direcção De Serviços Financeiros,Atendimento Presencial,73.12,78.79,80,3.8,298,Portal,14.41,9,Não,Processo Complicado,Cidadão,Ambiente,67.55
410,2024-06-02,Departamento De Inovação E Digitalização,Portal Online,76.01,79.20,60,3.8,364,Aplicacao_Movel,15.90,10,Sim,Falta De Informação,Estudante,Inovação,71.69
411,2024-06-19,Direcção De Recursos Humanos,Balcão Único,74.18,80.18,69,3.6,189,Telefone,15.26,9,Não,Falta De Informação,Funcionário Público,Educação,68.80
412,2024-07-06,Departamento De Planeamento Estratégico,Email,88.02,86.51,45,4.0,257,Email,7.99,5,Sim,Falta De Informação,Empresa,Saúde,79.95
413,2024-07-23,Serviços De Educação,Serviços Digitais,76.17,85.60,70,3.8,377,Presencial,11.61,7,Sim,Muito Satisfeito,Utilizador Vulnerável,Social,74.19
414,2024-08-09,Gabinete De Atendimento Ao Cidadão,Telefone,72.35,76.90,72,3.7,310,Chatbot,14.79,8,Sim,Processo Complicado,Reforma/Pensionista,Cultura,66.28
415,2024-08-26,Serviços De Ti,Chatbot,82.88,89.92,50,4.3,367,Portal,10.22,4,Sim,Muito Satisfeito,Cidadão,Mobilidade,79.96
416,2024-09-12,Departamento De Saúde Pública,Atendimento Presencial,81.09,82.99,76,3.7,246,Aplicacao_Movel,14.01,9,Sim,Falta De Informação,Estudante,Habitação,71.59
417,2024-10-10,Direcção De Serviços Financeiros,Portal Online,92.88,93.65,37,4.6,287,Telefone,7.99,3,Não,Excelente Atendimento,Funcionário Público,Digitalização,87.78
418,2024-10-27,Departamento De Inovação E Digitalização,Balcão Único,84.74,86.55,53,4.0,381,Email,14.09,9,Sim,Falta De Informação,Empresa,Ambiente,75.71
419,2024-11-13,Direcção De Recursos Humanos,Email,71.09,75.69,83,3.7,206,Presencial,20.32,11,Sim,Processo Complicado,Utilizador Vulnerável,Inovação,62.59
420,2024-11-30,Departamento De Planeamento Estratégico,Serviços Digitais,88.03,86.50,38,4.5,356,Chatbot,10.47,6,Sim,Falta De Informação,Reforma/Pensionista,Educação,83.61
421,2024-12-17,Serviços De Educação,Telefone,84.85,84.18,59,3.9,223,Portal,13.27,5,Sim,Muito Satisfeito,Cidadão,Saúde,77.66
422,2024-01-03,Gabinete De Atendimento Ao Cidadão,Chatbot,74.27,81.20,70,3.6,206,Aplicacao_Movel,15.34,9,Sim,Sistema Lento,Estudante,Social,68.58
423,2024-01-20,Serviços De Ti,Atendimento Presencial,80.93,83.39,60,3.7,362,Telefone,13.27,9,Sim,Muito Satisfeito,Funcionário Público,Cultura,73.11
424,2024-02-06,Departamento De Saúde Pública,Portal Online,80.19,85.46,44,4.1,240,Email,12.87,6,Sim,Falta De Informação,Empresa,Mobilidade,77.70
425,2024-02-23,Direcção De Serviços Financeiros,Balcão Único,91.86,92.99,33,4.6,308,Presencial,8.04,4,Sim,Resposta Rápida E Eficaz,Utilizador Vulnerável,Habitação,89.51
426,2024-03-22,Departamento De Inovação E Digitalização,Email,86.61,84.86,41,4.5,258,Chatbot,8.07,7,Não,Falta De Informação,Reforma/Pensionista,Digitalização,80.90
427,2024-04-08,Direcção De Recursos Humanos,Serviços Digitais,84.00,84.63,42,4.0,333,Portal,12.38,6,Sim,Muito Satisfeito,Cidadão,Ambiente,78.84
428,2024-04-25,Departamento De Planeamento Estratégico,Telefone,75.96,79.98,61,3.9,339,Aplicacao_Movel,13.89,8,Sim,Falta De Informação,Estudante,Inovação,73.42
429,2024-05-12,Serviços De Educação,Chatbot,71.29,80.56,75,3.7,375,Telefone,19.57,10,Sim,Processo Complicado,Funcionário Público,Educação,65.12
430,2024-05-29,Gabinete De Atendimento Ao Cidadão,Atendimento Presencial,86.26,84.43,54,4.2,374,Email,7.38,6,Sim,Falta De Informação,Empresa,Saúde,79.87
431,2024-06-15,Serviços De Ti,Portal Online,83.04,80.84,58,3.8,270,Presencial,14.34,7,Sim,Muito Satisfeito,Utilizador Vulnerável,Social,74.42
432,2024-07-02,Departamento De Saúde Pública,Balcão Único,77.16,82.58,77,4.1,333,Chatbot,13.28,8,Sim,Falta De Informação,Reforma/Pensionista,Cultura,71.27
433,2024-07-19,Direcção De Serviços Financeiros,Email,77.32,78.60,82,3.9,336,Portal,13.47,10,Sim,Precisa Melhorias,Cidadão,Mobilidade,67.99
434,2024-08-05,Departamento De Inovação E Digitalização,Serviços Digitais,79.07,81.19,51,4.2,215,Aplicacao_Movel,11.64,8,Sim,Falta De Informação,Estudante,Habitação,75.38
435,2024-09-02,Direcção De Recursos Humanos,Telefone,68.75,78.54,83,3.8,297,Telefone,15.05,9,Não,Tempo De Espera Elevado,Funcionário Público,Digitalização,65.08
436,2024-09-19,Departamento De Planeamento Estratégico,Chatbot,71.56,74.58,98,3.5,260,Email,18.97,10,Não,Falta De Informação,Empresa,Ambiente,61.52
437,2024-10-06,Serviços De Educação,Atendimento Presencial,76.97,80.56,90,3.7,304,Presencial,17.08,11,Não,Sistema Lento,Utilizador Vulnerável,Inovação,65.87
438,2024-10-23,Gabinete De Atendimento Ao Cidadão,Portal Online,72.95,79.63,68,3.9,376,Chatbot,17.08,10,Sim,Precisa Melhorias,Reforma/Pensionista,Educação,69.10
439,2024-11-09,Serviços De Ti,Balcão Único,73.11,81.76,74,3.7,220,Portal,14.03,9,Não,Processo Complicado,Cidadão,Saúde,67.17
440,2024-11-26,Departamento De Saúde Pública,Email,82.66,86.11,61,4.0,209,Aplicacao_Movel,13.10,6,Sim,Falta De Informação,Estudante,Social,73.21
441,2024-12-13,Direcção De Serviços Financeiros,Serviços Digitais,76.91,85.23,62,3.6,232,Telefone,15.43,8,Sim,Muito Satisfeito,Funcionário Público,Cultura,71.41
442,2024-12-30,Departamento De Inovação E Digitalização,Telefone,71.92,77.86,67,3.5,382,Email,13.40,10,Sim,Sistema Lento,Empresa,Mobilidade,69.13
443,2024-01-16,Direcção De Recursos Humanos,Chatbot,79.37,83.76,57,4.2,387,Presencial,13.14,8,Sim,Muito Satisfeito,Utilizador Vulnerável,Habitação,76.96
444,2024-02-13,Departamento De Planeamento Estratégico,Atendimento Presencial,65.43,75.60,93,3.5,335,Chatbot,23.44,13,Não,Processo Complicado,Reforma/Pensionista,Digitalização,56.86
445,2024-03-01,Serviços De Educação,Portal Online,66.12,78.67,88,3.3,327,Portal,19.27,11,Não,Tempo De Espera Elevado,Cidadão,Ambiente,61.44
446,2024-03-18,Gabinete De Atendimento Ao Cidadão,Balcão Único,74.94,78.40,87,3.3,249,Aplicacao_Movel,19.00,10,Sim,Falta De Informação,Estudante,Inovação,63.90
447,2024-04-04,Serviços De Ti,Email,85.79,88.35,50,4.3,240,Telefone,10.01,6,Sim,Muito Satisfeito,Funcionário Público,Educação,79.94
448,2024-04-21,Departamento De Saúde Pública,Serviços Digitais,76.61,86.05,50,4.3,360,Email,13.71,6,Sim,Falta De Informação,Empresa,Saúde,75.42
449,2024-05-08,Direcção De Serviços Financeiros,Telefone,79.55,83.81,46,4.0,214,Presencial,14.14,8,Sim,Muito Satisfeito,Utilizador Vulnerável,Social,77.02
450,2024-05-25,Departamento De Inovação E Digitalização,Chatbot,84.50,92.22,30,4.3,303,Chatbot,7.27,5,Sim,Falta De Informação,Reforma/Pensionista,Cultura,84.04
451,2024-06-11,Direcção De Recursos Humanos,Atendimento Presencial,80.57,82.52,56,4.1,385,Portal,13.48,8,Sim,Muito Satisfeito,Cidadão,Mobilidade,72.59
452,2024-06-28,Departamento De Planeamento Estratégico,Portal Online,86.79,88.52,46,4.4,360,Aplicacao_Movel,10.09,4,Sim,Falta De Informação,Estudante,Habitação,82.73
453,2024-07-26,Serviços De Educação,Balcão Único,79.36,84.54,74,3.6,351,Telefone,16.66,9,Não,Muito Satisfeito,Funcionário Público,Digitalização,70.41
454,2024-08-12,Gabinete De Atendimento Ao Cidadão,Email,82.54,81.35,62,3.9,233,Email,12.21,6,Sim,Falta De Informação,Empresa,Ambiente,74.63
455,2024-08-29,Serviços De Ti,Serviços Digitais,81.70,83.70,53,3.8,223,Presencial,14.54,8,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,75.47
456,2024-09-15,Departamento De Saúde Pública,Telefone,77.28,80.26,68,4.0,259,Chatbot,14.60,8,Sim,Falta De Informação,Reforma/Pensionista,Educação,73.36
457,2024-10-02,Direcção De Serviços Financeiros,Chatbot,71.95,83.61,72,3.8,216,Portal,15.04,8,Sim,Sistema Lento,Cidadão,Saúde,68.73
458,2024-10-19,Departamento De Inovação E Digitalização,Atendimento Presencial,85.46,85.26,59,3.9,312,Aplicacao_Movel,9.83,6,Sim,Falta De Informação,Estudante,Social,76.51
459,2024-11-05,Direcção De Recursos Humanos,Portal Online,72.55,77.31,76,3.9,365,Telefone,16.30,11,Sim,Processo Complicado,Funcionário Público,Cultura,66.53
460,2024-11-22,Departamento De Planeamento Estratégico,Balcão Único,69.34,75.75,86,3.4,214,Email,16.68,9,Não,Tempo De Espera Elevado,Empresa,Mobilidade,64.42
461,2024-12-09,Serviços De Educação,Email,70.35,75.33,76,3.5,326,Presencial,19.08,9,Sim,Falta De Informação,Utilizador Vulnerável,Habitação,64.12
462,2024-01-06,Gabinete De Atendimento Ao Cidadão,Serviços Digitais,86.97,86.55,42,4.1,388,Chatbot,6.89,5,Não,Excelente Atendimento,Reforma/Pensionista,Digitalização,85.28
463,2024-01-23,Serviços De Ti,Telefone,71.94,82.80,85,3.7,350,Portal,16.78,7,Sim,Precisa Melhorias,Cidadão,Ambiente,67.52
464,2024-02-09,Departamento De Saúde Pública,Chatbot,69.32,74.19,91,3.5,169,Aplicacao_Movel,18.86,10,Sim,Processo Complicado,Estudante,Inovação,61.39
465,2024-02-26,Direcção De Serviços Financeiros,Atendimento Presencial,91.70,91.23,37,4.7,301,Telefone,8.03,4,Sim,Resposta Rápida E Eficaz,Funcionário Público,Educação,86.51
466,2024-03-14,Departamento De Inovação E Digitalização,Portal Online,90.02,92.63,25,4.6,464,Email,5.93,3,Sim,Muito Satisfeito,Empresa,Saúde,90.39
467,2024-03-31,Direcção De Recursos Humanos,Balcão Único,76.70,86.73,60,4.0,284,Presencial,10.96,6,Sim,Muito Satisfeito,Utilizador Vulnerável,Social,74.01
468,2024-04-17,Departamento De Planeamento Estratégico,Email,82.70,83.71,58,4.1,393,Chatbot,14.44,6,Sim,Falta De Informação,Reforma/Pensionista,Cultura,75.04
469,2024-05-04,Serviços De Educação,Serviços Digitais,83.12,89.22,56,4.2,237,Portal,11.98,7,Sim,Muito Satisfeito,Cidadão,Mobilidade,78.56
470,2024-05-21,Gabinete De Atendimento Ao Cidadão,Telefone,62.69,73.26,107,3.1,283,Aplicacao_Movel,22.05,12,Não,Tempo De Espera Elevado,Estudante,Habitação,58.16
471,2024-06-18,Serviços De Ti,Chatbot,89.23,88.58,33,4.3,409,Telefone,8.18,4,Não,Muito Satisfeito,Funcionário Público,Digitalização,86.78
472,2024-07-05,Departamento De Saúde Pública,Atendimento Presencial,66.28,79.62,83,3.6,241,Email,20.83,9,Sim,Sistema Lento,Empresa,Ambiente,62.50
473,2024-07-22,Direcção De Serviços Financeiros,Portal Online,79.61,80.50,69,3.6,346,Presencial,12.00,8,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,70.83
474,2024-08-08,Departamento De Inovação E Digitalização,Balcão Único,70.62,71.90,104,3.6,178,Chatbot,22.63,12,Sim,Processo Complicado,Reforma/Pensionista,Educação,58.42
475,2024-08-25,Direcção De Recursos Humanos,Email,78.42,83.41,68,3.9,366,Portal,12.08,9,Sim,Muito Satisfeito,Cidadão,Saúde,75.23
476,2024-09-11,Departamento De Planeamento Estratégico,Serviços Digitais,87.02,89.00,48,4.2,416,Aplicacao_Movel,6.71,5,Sim,Falta De Informação,Estudante,Social,83.19
477,2024-09-28,Serviços De Educação,Telefone,77.38,84.06,55,3.8,377,Telefone,10.16,6,Sim,Muito Satisfeito,Funcionário Público,Cultura,76.72
478,2024-10-15,Gabinete De Atendimento Ao Cidadão,Chatbot,78.77,83.18,69,3.6,265,Email,16.35,7,Não,Falta De Informação,Empresa,Mobilidade,70.11
479,2024-11-01,Serviços De Ti,Atendimento Presencial,77.32,82.04,82,3.7,359,Presencial,13.98,8,Sim,Processo Complicado,Utilizador Vulnerável,Habitação,66.43
480,2024-11-29,Departamento De Saúde Pública,Portal Online,84.65,87.27,55,4.4,287,Chatbot,9.33,4,Não,Falta De Informação,Reforma/Pensionista,Digitalização,80.18
481,2024-12-16,Direcção De Serviços Financeiros,Balcão Único,83.06,84.95,38,4.4,349,Portal,11.03,6,Sim,Muito Satisfeito,Cidadão,Ambiente,81.58
482,2024-01-02,Departamento De Inovação E Digitalização,Email,82.29,86.76,43,4.1,322,Aplicacao_Movel,7.31,4,Sim,Falta De Informação,Estudante,Inovação,82.26
483,2024-01-19,Direcção De Recursos Humanos,Serviços Digitais,87.28,91.48,42,4.3,247,Telefone,8.44,3,Sim,Muito Satisfeito,Funcionário Público,Educação,83.36
484,2024-02-05,Departamento De Planeamento Estratégico,Telefone,71.56,81.95,77,3.4,368,Email,13.62,9,Sim,Processo Complicado,Empresa,Saúde,68.18
485,2024-02-22,Serviços De Educação,Chatbot,70.57,75.06,98,3.6,194,Presencial,19.79,12,Sim,Tempo De Espera Elevado,Utilizador Vulnerável,Social,61.81
486,2024-03-10,Gabinete De Atendimento Ao Cidadão,Atendimento Presencial,80.33,79.90,77,4.0,337,Chatbot,12.84,7,Sim,Falta De Informação,Reforma/Pensionista,Cultura,70.43
487,2024-03-27,Serviços De Ti,Portal Online,67.98,78.52,92,3.3,316,Portal,19.07,9,Não,Sistema Lento,Cidadão,Mobilidade,62.80
488,2024-04-13,Departamento De Saúde Pública,Balcão Único,86.45,85.06,47,4.5,384,Aplicacao_Movel,8.66,4,Sim,Falta De Informação,Estudante,Habitação,81.55
489,2024-05-11,Direcção De Serviços Financeiros,Email,76.61,77.39,85,3.5,350,Telefone,15.88,8,Não,Processo Complicado,Funcionário Público,Digitalização,65.60
490,2024-05-28,Departamento De Inovação E Digitalização,Serviços Digitais,82.98,87.00,67,4.0,267,Email,11.62,6,Sim,Falta De Informação,Empresa,Ambiente,75.15
491,2024-06-14,Direcção De Recursos Humanos,Telefone,83.59,87.55,44,4.0,420,Presencial,7.16,5,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,81.80
492,2024-07-01,Departamento De Planeamento Estratégico,Chatbot,65.46,78.90,97,3.3,174,Chatbot,22.03,11,Não,Sistema Lento,Reforma/Pensionista,Educação,61.40
493,2024-07-18,Serviços De Educação,Atendimento Presencial,83.07,87.75,42,4.5,351,Portal,11.35,6,Sim,Muito Satisfeito,Cidadão,Saúde,82.82
494,2024-08-04,Gabinete De Atendimento Ao Cidadão,Portal Online,82.23,83.46,51,4.2,240,Aplicacao_Movel,9.44,6,Sim,Falta De Informação,Estudante,Social,77.32
495,2024-08-21,Serviços De Ti,Balcão Único,67.49,76.33,92,3.4,321,Telefone,17.89,9,Sim,Tempo De Espera Elevado,Funcionário Público,Cultura,62.66
496,2024-09-07,Departamento De Saúde Pública,Email,86.65,84.79,54,4.0,277,Email,8.63,7,Sim,Falta De Informação,Empresa,Mobilidade,80.11
497,2024-09-24,Direcção De Serviços Financeiros,Serviços Digitais,93.33,90.13,24,4.5,354,Presencial,3.19,5,Sim,Excelente Atendimento,Utilizador Vulnerável,Habitação,89.06
498,2024-10-22,Departamento De Inovação E Digitalização,Telefone,89.77,92.65,18,4.7,407,Chatbot,2.99,1,Não,Bom Serviço,Reforma/Pensionista,Digitalização,91.00
499,2024-11-08,Direcção De Recursos Humanos,Chatbot,90.16,90.55,20,4.7,357,Portal,3.66,2,Sim,Serviço Eficiente,Cidadão,Ambiente,91.26
500,2024-11-25,Departamento De Planeamento Estratégico,Atendimento Presencial,68.36,78.28,87,3.8,230,Aplicacao_Movel,18.58,9,Sim,Tempo De Espera Elevado,Estudante,Inovação,63.80
501,2024-12-12,Serviços De Educação,Portal Online,70.20,77.28,86,3.6,231,Telefone,18.88,9,Não,Falta De Informação,Funcionário Público,Educação,66.99
502,2024-12-29,Gabinete De Atendimento Ao Cidadão,Balcão Único,81.94,86.42,68,4.1,318,Email,11.69,9,Sim,Falta De Informação,Empresa,Saúde,74.16
503,2024-01-15,Serviços De Ti,Email,71.50,80.06,79,3.4,262,Presencial,19.27,11,Não,Precisa Melhorias,Utilizador Vulnerável,Social,65.10
504,2024-02-01,Departamento De Saúde Pública,Serviços Digitais,80.46,89.72,50,4.3,312,Chatbot,8.28,6,Sim,Falta De Informação,Reforma/Pensionista,Cultura,80.01
505,2024-02-18,Direcção De Serviços Financeiros,Telefone,76.69,78.56,66,3.5,345,Portal,14.45,8,Sim,Tempo De Espera Elevado,Cidadão,Mobilidade,69.52
506,2024-03-06,Departamento De Inovação E Digitalização,Chatbot,93.71,95.25,15,4.8,281,Aplicacao_Movel,3.94,4,Sim,Muito Satisfeito,Estudante,Habitação,92.36
507,2024-04-03,Direcção De Recursos Humanos,Atendimento Presencial,77.08,80.60,65,3.8,370,Telefone,12.13,7,Não,Muito Satisfeito,Funcionário Público,Digitalização,72.25
508,2024-04-20,Departamento De Planeamento Estratégico,Portal Online,89.57,88.67,41,4.4,310,Email,10.76,6,Sim,Falta De Informação,Empresa,Ambiente,83.29
509,2024-05-07,Serviços De Educação,Balcão Único,78.91,87.28,50,4.2,410,Presencial,10.17,5,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,77.80
510,2024-05-24,Gabinete De Atendimento Ao Cidadão,Email,96.11,90.73,16,4.9,271,Chatbot,5.57,3,Sim,Resposta Rápida E Eficaz,Reforma/Pensionista,Educação,90.82
511,2024-06-10,Serviços De Ti,Serviços Digitais,86.08,90.82,40,4.5,364,Portal,7.30,5,Sim,Muito Satisfeito,Cidadão,Saúde,83.07
512,2024-06-27,Departamento De Saúde Pública,Telefone,86.59,89.63,34,4.1,251,Aplicacao_Movel,10.69,6,Sim,Falta De Informação,Estudante,Social,84.19
513,2024-07-14,Direcção De Serviços Financeiros,Chatbot,89.49,86.56,50,4.1,344,Telefone,10.43,3,Sim,Muito Satisfeito,Funcionário Público,Cultura,82.35
514,2024-07-31,Departamento De Inovação E Digitalização,Atendimento Presencial,81.68,84.63,45,4.1,301,Email,9.14,4,Sim,Falta De Informação,Empresa,Mobilidade,79.61
515,2024-08-17,Direcção De Recursos Humanos,Portal Online,73.02,80.62,96,3.5,192,Presencial,19.33,11,Sim,Tempo De Espera Elevado,Utilizador Vulnerável,Habitação,63.38
516,2024-09-14,Departamento De Planeamento Estratégico,Balcão Único,77.65,83.17,71,3.8,250,Chatbot,12.94,9,Não,Falta De Informação,Reforma/Pensionista,Digitalização,69.97
517,2024-10-01,Serviços De Educação,Email,68.59,75.84,90,3.4,196,Portal,19.62,11,Não,Sistema Lento,Cidadão,Ambiente,62.87
518,2024-10-18,Gabinete De Atendimento Ao Cidadão,Serviços Digitais,81.86,88.21,53,4.3,377,Aplicacao_Movel,12.68,7,Sim,Falta De Informação,Estudante,Inovação,80.35
519,2024-11-04,Serviços De Ti,Telefone,69.35,73.70,101,3.3,200,Telefone,17.93,11,Sim,Processo Complicado,Funcionário Público,Educação,59.99
520,2024-11-21,Departamento De Saúde Pública,Chatbot,90.47,89.80,20,4.8,295,Email,2.84,2,Sim,Resposta Rápida E Eficaz,Empresa,Saúde,89.65
521,2024-12-08,Direcção De Serviços Financeiros,Atendimento Presencial,83.63,87.03,50,4.5,337,Presencial,9.46,7,Sim,Muito Satisfeito,Utilizador Vulnerável,Social,82.36
522,2024-12-25,Departamento De Inovação E Digitalização,Portal Online,80.61,87.40,42,4.2,324,Chatbot,7.68,5,Sim,Falta De Informação,Reforma/Pensionista,Cultura,79.81
523,2024-01-11,Direcção De Recursos Humanos,Balcão Único,97.91,93.40,20,4.9,297,Portal,3.79,2,Sim,Bom Serviço,Cidadão,Mobilidade,95.30
524,2024-01-28,Departamento De Planeamento Estratégico,Email,78.34,86.65,62,3.9,294,Aplicacao_Movel,12.20,8,Sim,Falta De Informação,Estudante,Habitação,77.34
525,2024-02-25,Serviços De Educação,Serviços Digitais,87.50,89.60,50,4.4,310,Telefone,7.62,7,Não,Muito Satisfeito,Funcionário Público,Digitalização,81.60
526,2024-03-13,Gabinete De Atendimento Ao Cidadão,Telefone,80.93,85.84,62,4.1,240,Email,13.74,8,Sim,Falta De Informação,Empresa,Ambiente,73.47
527,2024-03-30,Serviços De Ti,Chatbot,86.64,88.66,30,4.7,368,Presencial,9.23,4,Sim,Excelente Atendimento,Utilizador Vulnerável,Inovação,85.77
528,2024-04-16,Departamento De Saúde Pública,Atendimento Presencial,72.67,78.53,77,3.6,348,Chatbot,15.83,9,Sim,Precisa Melhorias,Reforma/Pensionista,Educação,68.24
529,2024-05-03,Direcção De Serviços Financeiros,Portal Online,74.71,85.49,73,3.8,240,Portal,13.67,6,Sim,Muito Satisfeito,Cidadão,Saúde,72.35
530,2024-05-20,Departamento De Inovação E Digitalização,Balcão Único,79.05,82.67,75,3.8,239,Aplicacao_Movel,14.91,9,Sim,Tempo De Espera Elevado,Estudante,Social,69.92
531,2024-06-06,Direcção De Recursos Humanos,Email,80.03,83.98,72,3.9,255,Telefone,15.41,8,Sim,Muito Satisfeito,Funcionário Público,Cultura,73.19
